ID,Warehouse_block,Mode_of_Shipment,Customer_id,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8244,5,Ship,W48929744,4,4,177,7,low,F,3,5646,1
8245,4,Ship,E53991861,4,1,144,4,low,F,10,4175,0
8246,5,Ship,L42767239,3,5,174,2,low,F,4,5692,0
8247,1,Ship,A42235071,3,2,215,4,high,M,1,4158,0
8248,2,Ship,X16333039,4,5,270,10,medium,M,9,5085,1
8249,3,Ship,D48600831,3,4,209,2,high,M,10,4540,0
8250,5,Ship,F31714284,5,1,103,5,low,F,10,5413,1
8251,4,Ship,E46849032,5,1,184,3,low,F,10,4674,1
8252,5,Ship,R55528473,5,3,226,2,high,F,6,5033,0
8253,1,Ship,W32760705,5,2,158,3,low,M,4,4324,0
8254,2,Ship,P30696188,3,2,274,2,high,M,2,5029,0
8255,3,Ship,Y15190861,3,4,245,3,medium,F,7,5429,0
8256,5,Ship,T59809284,5,3,254,6,low,M,8,1932,0
8257,4,Ship,G57101754,5,3,252,5,low,M,2,1312,1
8258,5,Ship,V10451899,6,4,254,4,low,M,2,1174,0
8259,1,Ship,B59068362,4,3,263,5,low,F,10,1762,0
8260,2,Ship,C14574561,5,1,256,5,low,F,5,1970,0
8261,3,Ship,N28647291,6,5,264,4,medium,F,9,1922,1
8262,5,Ship,X37514784,4,2,237,5,low,M,6,1734,1
8263,4,Ship,K59969871,4,1,226,5,medium,F,2,1912,0
8264,5,Ship,L59819854,7,1,289,4,low,F,4,1543,1
8265,1,Ship,E13289337,7,1,281,4,low,F,9,1235,0
8266,2,Ship,D51979831,5,5,258,5,low,M,6,1068,1
8267,3,Ship,P47645524,6,4,263,4,low,M,3,1276,0
8268,5,Ship,O33677465,5,3,245,5,low,F,1,1605,0
8269,4,Ship,C27206035,7,3,296,4,medium,F,7,1427,0
8270,5,Ship,S54579811,7,4,286,4,low,M,3,1262,1
8271,1,Ship,I11336991,6,3,252,2,low,M,6,1470,1
8272,2,Ship,M15186423,6,5,301,4,low,F,4,1707,1
8273,3,Ship,B46353105,7,4,290,4,low,F,10,1886,1
8274,5,Ship,D10799594,7,2,247,4,medium,F,9,1096,1
8275,4,Ship,Q20746941,3,1,138,3,medium,F,2,4766,1
8276,5,Ship,S31400635,5,4,262,3,medium,F,6,4428,0
8277,1,Ship,E17336066,4,2,245,3,low,F,5,5226,0
8278,2,Ship,W45354479,3,1,224,3,low,F,1,4862,1
8279,3,Ship,E24403000,3,1,186,2,low,F,1,5054,1
8280,5,Ship,L20166157,4,1,282,4,medium,M,10,5065,0
8281,4,Ship,A32276366,5,4,266,3,low,M,2,5260,1
8282,5,Ship,X26665465,4,5,256,4,low,F,8,5244,1
8283,1,Ship,D48009325,3,1,155,3,medium,F,7,5709,0
8284,2,Ship,F37567821,2,5,142,3,high,M,10,5174,0
8285,3,Ship,E58666880,6,5,229,8,medium,F,2,4271,1
8286,5,Ship,R30888239,4,3,211,8,medium,F,3,4550,0
8287,4,Ship,W33285940,5,5,264,6,high,M,8,4644,1
8288,5,Ship,P41822694,6,4,217,4,medium,F,4,4247,1
8289,1,Ship,Y39625536,5,4,145,3,low,M,2,4492,1
8290,2,Ship,T19164280,3,5,185,4,low,M,9,5704,0
8291,3,Ship,G24017897,4,5,221,10,high,M,9,4646,0
8292,5,Ship,V20921299,4,2,208,3,low,M,8,4342,0
8293,4,Ship,B48171754,4,4,260,2,medium,M,6,4474,0
8294,5,Ship,C19144074,4,5,177,7,low,F,2,4299,0
8295,1,Ship,N19645930,4,1,144,4,low,M,8,4970,0
8296,2,Ship,X57060658,3,3,174,2,low,F,1,5556,0
8297,3,Ship,K11168553,3,2,215,4,high,M,2,4673,1
8298,5,Ship,L27345348,4,1,270,10,medium,F,5,5494,1
8299,4,Ship,E55682048,3,4,209,2,high,F,5,4363,0
8300,5,Ship,D26868587,5,1,103,5,low,M,3,4966,0
8301,1,Ship,P47993078,5,2,184,3,low,F,4,4552,0
8302,2,Ship,O16838536,5,3,226,2,high,F,2,4219,0
8303,3,Ship,C20717218,5,4,158,3,low,F,10,4670,1
8304,5,Ship,S53681819,3,1,274,2,high,M,2,4352,0
8305,4,Ship,I56409883,3,2,245,3,medium,F,7,4121,0
8306,5,Ship,M30399055,5,4,254,6,low,M,4,1850,1
8307,1,Ship,B10956691,5,4,252,5,low,M,9,1133,1
8308,2,Ship,D47970396,6,2,254,4,low,F,9,1626,0
8309,3,Ship,Q50689450,4,1,263,5,low,M,3,1777,0
8310,5,Ship,S55724182,5,5,256,5,low,F,10,1333,1
8311,4,Ship,E54133533,6,3,264,4,medium,M,5,1397,0
8312,5,Ship,W51914848,4,1,237,5,low,F,5,1041,0
8313,1,Ship,E16917143,4,1,226,5,medium,M,6,1723,0
8314,2,Ship,L58552816,7,4,289,4,low,M,1,1657,0
8315,3,Ship,A35063764,7,2,281,4,low,F,6,1118,1
8316,5,Ship,X35610765,5,5,258,5,low,F,10,1719,1
8317,4,Ship,D30655806,6,5,263,4,low,M,10,1669,0
8318,5,Ship,F18376222,5,3,245,5,low,F,10,1112,0
8319,1,Ship,E47548298,7,3,296,4,medium,F,2,1304,1
8320,2,Ship,R44429030,7,3,286,4,low,M,2,1712,1
8321,3,Ship,W47432558,6,5,299,4,low,F,1,1629,1
8322,5,Ship,P30050370,6,4,253,4,medium,M,10,1248,0
8323,4,Ship,Y33115537,7,5,269,4,medium,F,9,1835,0
8324,5,Ship,T21560054,5,1,267,5,medium,F,3,1194,1
8325,1,Ship,G59675125,5,4,226,5,medium,F,4,1518,0
8326,2,Ship,V55713206,6,4,278,4,low,M,3,1141,1
8327,3,Ship,B33571712,4,4,232,5,medium,M,2,1386,0
8328,5,Ship,C11859693,6,4,287,4,low,F,5,1972,1
8329,4,Ship,N12653197,4,2,228,5,low,M,6,1718,0
8330,5,Ship,X49849682,5,1,232,5,low,M,4,1776,0
8331,1,Road,K27189443,6,5,308,4,low,M,8,1569,1
8332,2,Road,L45367141,7,5,287,4,low,F,8,1748,0
8333,3,Road,E36884860,6,3,246,4,medium,F,8,1741,0
8334,5,Road,D40161935,4,1,262,6,low,M,1,1627,1
8335,4,Road,P29066772,6,4,275,4,low,M,10,1005,0
8336,5,Road,O42037722,5,4,236,5,medium,F,2,1664,1
8337,1,Road,C23445582,5,2,221,6,medium,M,2,1781,1
8338,2,Road,S33265731,5,4,271,5,low,M,4,1320,0
8339,3,Road,I19928586,4,4,229,5,low,M,9,1361,0
8340,5,Road,M43602291,5,1,291,4,low,F,3,1663,1
8341,4,Road,B36710724,5,5,261,6,medium,F,1,1082,0
8342,5,Road,D34636792,6,4,285,4,medium,F,10,1422,0
8343,1,Road,Q35065954,6,4,262,5,low,M,9,1369,0
8344,2,Road,S51819992,4,5,219,5,low,M,2,1260,0
8345,3,Road,E19652217,6,1,302,4,low,F,1,1622,1
8346,5,Road,W13696182,4,4,269,5,medium,F,2,1473,0
8347,4,Road,E56080695,5,4,260,5,low,M,10,1708,1
8348,5,Road,L51466047,7,2,297,4,low,F,7,1383,1
8349,1,Road,A56373490,6,1,278,4,medium,M,6,1576,0
8350,2,Road,X56259948,5,3,265,5,low,F,3,1005,1
8351,3,Road,D41854503,6,2,286,4,low,F,5,1248,1
8352,5,Road,F53815908,6,2,248,4,low,F,10,1563,1
8353,4,Flight,E34763549,6,5,302,4,low,F,7,1592,0
8354,5,Flight,R39809113,6,1,272,4,low,F,2,1018,0
8355,1,Flight,W22048223,6,4,279,4,low,F,10,1462,1
8356,2,Flight,P52663971,4,2,255,5,medium,M,2,1255,0
8357,3,Flight,Y17037094,5,4,245,5,medium,F,4,1771,1
8358,5,Flight,T39499384,4,5,247,5,medium,M,6,1737,0
8359,4,Flight,G13584514,6,4,275,4,medium,F,5,1989,0
8360,5,Flight,V29435242,6,3,255,4,medium,F,8,1805,0
8361,1,Flight,B19114162,6,2,243,4,high,M,2,1665,1
8362,2,Flight,C29169101,4,1,234,6,low,M,7,1711,0
8363,3,Flight,N27176703,5,2,276,6,medium,F,6,1043,0
8364,5,Flight,X43619686,5,1,228,5,low,F,7,1818,0
8365,4,Flight,K48357219,5,5,232,6,low,M,2,1550,1
8366,5,Flight,L42142254,5,1,248,4,low,F,6,1944,1
8367,1,Flight,E30055961,5,4,136,4,low,M,9,5469,0
8368,2,Flight,D44040272,4,3,240,3,low,F,8,4423,0
8369,3,Flight,P46809486,4,4,147,3,medium,M,9,4534,1
8370,5,Flight,O38800769,4,1,222,2,low,F,10,4714,1
8371,4,Flight,C46462407,3,3,163,3,medium,M,5,5362,0
8372,5,Flight,S23205283,5,4,254,3,low,F,4,5611,1
8373,1,Flight,I23722958,4,2,246,3,medium,M,1,5113,0
8374,2,Flight,M49055130,2,1,168,4,low,M,6,4800,0
8375,3,Ship,B40960511,4,1,145,3,medium,M,8,4915,0
8376,5,Ship,D40432838,5,2,224,2,medium,M,8,4047,1
8377,4,Ship,Q17036480,4,5,248,4,low,F,2,4427,0
8378,5,Ship,S24367024,3,3,212,2,low,M,2,5125,0
8379,1,Ship,E43760288,5,5,268,3,low,F,8,5480,0
8380,2,Ship,W15852227,4,1,200,3,medium,F,5,4120,1
8381,3,Ship,E53126902,5,2,246,3,low,F,9,5795,0
8382,5,Ship,L38284536,4,3,142,3,medium,M,1,4900,0
8383,4,Ship,A12347153,4,3,173,4,low,M,9,5672,0
8384,5,Ship,X55938841,5,3,156,4,medium,F,8,5868,0
8385,1,Ship,D24539496,3,1,223,2,low,M,8,5719,1
8386,2,Ship,F21558750,4,5,231,3,low,F,4,5174,1
8387,3,Ship,E27492659,2,4,264,3,low,F,1,5437,1
8388,5,Ship,R32698137,4,4,175,5,low,M,10,4498,1
8389,4,Ship,W13804739,2,4,149,5,medium,F,7,5541,0
8390,5,Ship,P44275043,3,1,226,2,low,M,7,4703,0
8391,1,Ship,Y30432012,3,1,133,3,medium,F,5,4538,0
8392,2,Ship,T21864056,5,2,190,2,low,M,1,5005,0
8393,3,Ship,G49374559,3,5,238,2,high,M,5,4052,0
8394,5,Ship,V10128779,6,4,152,3,low,M,10,4376,1
8395,4,Ship,B59394232,3,4,249,3,high,F,10,5629,1
8396,5,Ship,C25607409,4,3,181,2,low,F,4,5622,1
8397,1,Ship,N35529359,3,3,239,2,medium,F,2,5625,0
8398,2,Ship,X55378870,3,1,167,3,medium,M,10,4341,1
8399,3,Ship,K29285580,3,5,246,3,medium,M,1,5650,1
8400,5,Ship,L56577481,5,1,139,3,medium,F,1,5953,1
8401,4,Ship,E22832329,5,1,150,4,low,F,1,5098,0
8402,5,Ship,D30052445,3,3,151,3,medium,F,1,5297,0
8403,1,Ship,P49348594,4,1,186,3,low,F,6,4758,0
8404,2,Ship,O38896344,3,4,250,3,low,M,6,5565,0
8405,3,Ship,C38432742,4,1,162,3,medium,M,6,4343,1
8406,5,Ship,S21145289,5,3,135,3,medium,F,5,4484,0
8407,4,Ship,I17060419,3,1,238,2,medium,M,5,4355,1
8408,5,Ship,M49522567,6,5,167,2,low,M,10,4013,1
8409,1,Ship,B42396793,4,1,269,5,medium,M,3,4534,1
8410,2,Ship,D24680110,4,2,187,2,medium,M,7,4470,1
8411,3,Ship,Q14352307,3,3,241,2,high,M,2,4836,1
8412,5,Ship,S40937390,3,2,168,3,medium,M,10,4979,1
8413,4,Ship,E38454536,4,4,273,2,low,M,1,5759,1
8414,5,Ship,W38254551,4,3,257,3,low,M,8,4447,1
8415,1,Ship,E34613458,5,1,205,2,low,F,3,5682,1
8416,2,Ship,L49795178,4,1,260,5,low,M,1,5559,1
8417,3,Ship,A10250497,2,1,207,3,medium,F,10,5394,0
8418,5,Ship,X53859253,3,1,202,2,medium,M,7,4598,0
8419,4,Ship,D28390912,5,1,224,3,low,M,7,5870,1
8420,5,Ship,F47835636,5,1,193,2,low,M,8,5184,0
8421,1,Ship,E15893490,5,3,199,3,low,F,3,4885,1
8422,2,Ship,R53070086,4,3,187,4,low,M,9,5699,1
8423,3,Ship,W23280083,5,2,208,3,low,M,6,4744,1
8424,5,Ship,P35924080,3,5,228,2,medium,F,3,5208,0
8425,4,Ship,Y47939654,3,3,160,4,medium,F,7,5147,0
8426,5,Ship,T39430604,3,1,195,3,medium,F,3,5961,0
8427,1,Ship,G28928670,3,4,240,2,medium,F,2,5661,0
8428,2,Ship,V38208211,2,2,271,4,medium,M,9,4066,0
8429,3,Ship,B46602706,4,1,236,3,low,F,8,4114,0
8430,5,Ship,C41956073,3,2,199,4,medium,F,1,5660,0
8431,4,Ship,N20402098,3,1,246,2,low,F,9,4947,0
8432,5,Ship,X59035280,3,1,250,4,low,F,8,4028,1
8433,1,Ship,K46589440,4,1,188,2,low,M,10,5085,1
8434,2,Ship,L37984796,3,2,256,3,low,M,1,4932,0
8435,3,Ship,E21427286,3,5,147,3,medium,M,8,5272,1
8436,5,Ship,D10567560,3,3,234,3,low,F,6,5652,0
8437,4,Ship,P48630962,3,1,247,4,low,F,8,5376,1
8438,5,Ship,O37544458,5,1,267,4,low,M,5,5792,0
8439,1,Ship,C21255953,6,5,246,5,high,F,3,4660,1
8440,2,Ship,S54598181,4,1,284,4,low,F,4,4795,1
8441,3,Ship,I39254572,3,3,142,6,medium,F,2,5748,1
8442,5,Ship,M29553162,3,1,132,2,medium,M,2,4129,0
8443,4,Ship,B38267442,3,5,252,2,high,M,4,4098,1
8444,5,Ship,D15545096,4,1,243,3,high,F,5,5989,0
8445,1,Ship,Q41318449,6,4,281,3,low,F,7,5180,0
8446,2,Ship,S15313790,3,5,142,2,low,M,6,5974,1
8447,3,Ship,E39515779,3,1,209,2,low,F,2,4855,0
8448,5,Ship,W20697607,3,3,157,4,medium,F,7,4487,1
8449,4,Ship,E55678896,5,1,267,3,low,M,7,5789,1
8450,5,Ship,L43212813,5,5,177,5,low,F,1,4379,1
8451,1,Ship,A10234904,4,3,214,2,medium,F,6,4345,0
8452,2,Ship,X28184373,4,3,247,3,low,F,4,4962,1
8453,3,Ship,D32692050,3,1,268,4,low,M,10,5226,1
8454,5,Ship,F38536569,5,3,242,3,medium,F,6,5013,1
8455,4,Ship,E44218292,2,4,176,3,low,M,1,4509,0
8456,5,Ship,R12881686,5,5,231,3,medium,F,10,5361,0
8457,1,Ship,W29692417,3,5,124,2,medium,M,1,5709,1
8458,2,Ship,P58810166,3,2,179,3,low,M,4,4102,1
8459,3,Ship,Y16160505,4,3,207,3,low,F,7,4220,1
8460,5,Ship,T54440102,4,2,128,3,medium,M,7,5675,1
8461,4,Ship,G45060681,3,5,167,2,medium,F,8,5083,0
8462,5,Ship,V39919876,3,2,243,4,medium,M,5,4670,1
8463,1,Ship,B19783092,4,5,252,4,low,F,6,4983,0
8464,2,Ship,C45471190,4,1,202,2,medium,M,10,5428,1
8465,3,Ship,N23338169,4,3,241,2,medium,M,3,4636,1
8466,5,Ship,X57158224,4,5,182,2,medium,F,10,5098,1
8467,4,Ship,K33328115,2,2,156,3,low,F,5,5628,1
8468,5,Road,L27993323,4,4,266,3,low,F,6,5758,1
8469,1,Road,E15977997,4,1,228,3,low,F,9,4678,0
8470,2,Road,D26646049,4,5,210,4,low,M,3,5432,1
8471,3,Road,P52216914,3,5,135,2,medium,M,7,5331,0
8472,5,Road,O39264925,4,5,248,2,medium,M,4,4789,1
8473,4,Road,C22117036,3,3,227,3,medium,M,3,5644,0
8474,5,Road,S45818707,3,2,257,3,medium,M,2,5486,1
8475,1,Road,I33754735,4,5,199,3,low,M,2,4462,0
8476,2,Road,M30573563,4,3,232,2,low,M,1,5398,0
8477,3,Road,B19075700,5,1,258,6,low,F,7,4344,0
8478,5,Road,D59517147,5,1,268,3,medium,F,5,5663,0
8479,4,Road,Q54403114,3,4,260,5,low,M,2,4461,0
8480,5,Road,S34782373,4,2,190,2,medium,F,1,4020,1
8481,1,Road,E22329106,5,5,176,3,medium,F,8,5335,1
8482,2,Road,W15774547,3,2,227,2,low,M,10,5401,0
8483,3,Road,E10670627,6,4,150,5,medium,F,8,4709,0
8484,5,Road,L53253106,3,2,160,2,high,M,4,4376,0
8485,4,Road,A18434497,6,3,113,2,medium,F,4,5130,1
8486,5,Road,X35669533,5,1,145,3,low,F,5,5019,0
8487,1,Road,D51080687,4,4,206,3,low,M,2,5572,1
8488,2,Road,F46650249,3,1,207,3,low,F,5,4643,1
8489,3,Road,E10162982,3,3,133,2,medium,M,8,4241,0
8490,5,Flight,R23957926,3,5,261,3,low,F,10,4224,1
8491,4,Flight,W52724923,4,1,194,2,medium,F,1,4198,0
8492,5,Flight,P36747797,3,1,244,3,medium,M,6,4062,1
8493,1,Flight,Y26589777,4,5,150,3,low,M,5,4512,0
8494,2,Flight,T27932548,3,1,267,2,low,M,7,4486,1
8495,3,Flight,G46132091,3,2,251,2,medium,F,4,4074,0
8496,5,Flight,V44333984,4,2,185,3,low,M,8,4322,1
8497,4,Flight,B11727674,2,1,112,5,low,F,1,4543,0
8498,5,Flight,C56459310,3,2,264,4,medium,M,1,4877,0
8499,1,Flight,N19893156,5,4,274,3,low,M,1,5017,1
8500,2,Flight,X48043767,4,5,234,3,medium,F,10,4204,1
8501,3,Flight,K52470399,3,1,157,2,medium,M,7,5560,0
8502,5,Flight,L29474610,6,1,247,6,medium,F,6,4691,0
8503,4,Flight,E29598016,5,1,179,2,high,M,8,5301,1
8504,5,Flight,D45599006,3,1,202,2,medium,F,10,4412,1
8505,1,Flight,P37283177,4,2,148,2,medium,M,3,4651,0
8506,2,Flight,O47211984,5,1,183,6,medium,F,2,5082,0
8507,3,Flight,C26112117,3,2,229,3,medium,M,9,4491,1
8508,5,Flight,S22187200,3,4,196,4,low,M,5,4749,1
8509,4,Flight,I46794603,3,3,264,3,low,F,6,5482,1
8510,5,Flight,M32097256,3,2,233,4,medium,M,1,5886,0
8511,1,Flight,B25891667,3,1,166,2,low,F,7,4375,0
8512,2,Ship,D46223518,5,3,185,2,low,M,2,5420,0
8513,3,Ship,Q45973357,3,5,184,3,low,F,2,4357,1
8514,5,Ship,S32157494,6,3,98,6,low,M,9,4787,1
8515,4,Ship,E33918627,3,2,177,2,high,F,7,4764,1
8516,5,Ship,W41822494,3,5,193,2,low,F,10,5776,0
8517,1,Ship,E54184261,3,3,165,2,medium,M,1,4768,0
8518,2,Ship,L58621933,4,4,183,4,low,F,6,4562,1
8519,3,Ship,A49659051,4,4,161,3,low,M,2,5257,0
8520,5,Ship,X11125693,2,1,238,2,low,F,4,4992,0
8521,4,Ship,D43082854,3,5,191,4,low,M,4,4008,1
8522,5,Ship,F39875824,3,2,165,3,low,M,6,5642,0
8523,1,Ship,E37528951,3,5,233,2,medium,M,1,4913,0
8524,2,Ship,R10222739,4,1,234,2,medium,M,4,5066,1
8525,3,Ship,W29833416,4,1,252,3,medium,M,4,5540,0
8526,5,Ship,P53607613,3,1,155,3,low,F,9,5539,0
8527,4,Ship,Y26599345,3,5,269,8,medium,M,8,4462,0
8528,5,Ship,T34553355,4,5,224,2,low,M,8,5871,0
8529,1,Ship,G59504266,5,3,230,3,medium,F,7,4844,0
8530,2,Ship,V21260139,4,5,253,3,low,F,9,4205,0
8531,3,Ship,B14993211,5,2,181,3,low,M,4,4323,0
8532,5,Ship,C39600288,4,2,233,4,high,F,1,4316,0
8533,4,Ship,N48458801,4,1,243,5,medium,F,1,4624,1
8534,5,Ship,X17164220,5,4,271,2,medium,F,6,4801,1
8535,1,Ship,K21336197,4,3,134,4,low,F,5,4507,1
8536,2,Ship,L54180010,3,5,154,10,high,F,10,5282,1
8537,3,Ship,E44512779,6,1,222,8,low,M,2,4914,0
8538,5,Ship,D57521191,3,4,251,10,medium,F,2,4336,1
8539,4,Ship,P19552062,4,3,239,3,low,M,10,4020,0
8540,5,Ship,O15918681,5,4,211,3,low,M,9,4908,0
8541,1,Ship,C51382157,3,4,195,10,low,M,5,5950,1
8542,2,Ship,S44086318,4,4,224,10,medium,F,9,4149,0
8543,3,Ship,I30988977,4,5,144,8,medium,F,2,4956,1
8544,5,Ship,M23124548,4,2,167,4,high,M,5,5250,0
8545,4,Ship,B46405418,3,1,188,4,medium,F,8,5884,1
8546,5,Ship,D56335765,2,4,245,2,medium,F,3,5850,1
8547,1,Ship,Q34406996,2,5,212,2,high,F,3,4389,0
8548,2,Ship,S20265752,3,3,240,3,low,F,5,4888,1
8549,3,Ship,E22184382,5,2,226,5,medium,M,5,1323,0
8550,5,Ship,W36893962,6,5,278,4,low,M,2,1167,1
8551,4,Ship,E14274752,4,2,232,5,medium,F,4,1783,0
8552,5,Ship,L49726458,6,3,287,4,low,M,3,1824,0
8553,1,Ship,A29969958,4,4,228,5,low,F,1,1788,1
8554,2,Ship,X45109932,5,4,232,5,low,M,10,1512,0
8555,3,Ship,D30378636,6,5,308,4,low,M,8,1164,1
8556,5,Ship,F27278601,7,4,287,4,low,M,9,1667,1
8557,4,Ship,E54077953,6,4,246,4,medium,M,3,1852,0
8558,5,Ship,R39663731,4,5,262,6,low,M,10,1156,0
8559,1,Ship,W59356214,6,1,275,4,low,M,7,1767,0
8560,2,Ship,P12836304,5,1,236,5,medium,F,3,1699,0
8561,3,Ship,Y25071246,5,4,221,6,medium,M,6,1488,1
8562,5,Ship,T50786660,5,1,271,5,low,F,5,1869,1
8563,4,Ship,G56987423,4,4,229,5,low,M,7,1049,1
8564,5,Ship,V31607550,3,2,177,2,high,M,9,4648,0
8565,1,Ship,B27313578,3,2,193,2,low,M,3,4799,1
8566,2,Ship,C19531585,3,4,165,2,medium,M,1,5745,0
8567,3,Ship,N21486385,4,5,183,4,low,M,3,5881,0
8568,5,Ship,X28657639,4,2,161,3,low,F,8,4382,0
8569,4,Ship,K58141487,2,5,238,2,low,F,6,5325,1
8570,5,Ship,L34184819,3,5,191,4,low,M,2,5177,1
8571,1,Ship,E46858109,3,1,165,3,low,M,10,5823,0
8572,2,Ship,D58270712,3,5,233,2,medium,F,2,4193,0
8573,3,Ship,P31848355,4,4,234,2,medium,F,8,5744,0
8574,5,Ship,O39855042,4,3,252,3,medium,F,10,5802,1
8575,4,Ship,C18933836,3,2,155,3,low,M,1,5731,1
8576,5,Ship,S14510952,3,1,269,8,medium,F,4,4290,0
8577,1,Ship,I35352946,4,1,224,2,low,F,6,4454,1
8578,2,Ship,M24516212,5,4,230,3,medium,M,6,4257,0
8579,3,Ship,B48317676,4,5,253,3,low,F,1,5402,0
8580,5,Ship,D29745256,5,1,181,3,low,F,3,5118,0
8581,4,Ship,Q52138815,4,2,233,4,high,F,6,5256,0
8582,5,Ship,S55283375,4,4,243,5,medium,M,10,4356,0
8583,1,Ship,E23590167,5,5,271,2,medium,M,6,4788,1
8584,2,Ship,W35529520,4,3,134,4,low,M,8,4879,1
8585,3,Ship,E35237735,3,2,154,10,high,F,8,5811,1
8586,5,Ship,L12901750,6,4,222,8,low,F,1,5808,1
8587,4,Ship,A37220145,3,5,251,10,medium,M,9,5962,0
8588,5,Ship,X47282030,4,5,239,3,low,M,6,5154,1
8589,1,Ship,D36921559,5,1,211,3,low,M,7,5594,1
8590,2,Ship,F23966904,3,2,195,10,low,F,9,4256,0
8591,3,Ship,E44828596,4,5,224,10,medium,F,7,4521,1
8592,5,Ship,R43016923,4,4,144,8,medium,M,6,4390,1
8593,4,Ship,W33311971,4,1,167,4,high,M,7,5264,0
8594,5,Ship,P25479308,3,3,188,4,medium,M,1,4296,1
8595,1,Ship,Y34342380,2,4,245,2,medium,F,10,5389,0
8596,2,Ship,T36157961,2,1,212,2,high,F,8,4128,0
8597,3,Ship,G56663048,3,5,240,3,low,F,6,5642,0
8598,5,Ship,V35945987,5,1,226,5,medium,M,3,1409,0
8599,4,Ship,B32702295,6,3,278,4,low,F,9,1368,0
8600,5,Ship,C48980879,4,1,232,5,medium,M,8,1943,0
8601,1,Ship,N30119097,6,5,287,4,low,M,8,1465,0
8602,2,Ship,X40543856,4,5,228,5,low,M,5,1373,1
8603,3,Ship,K17418229,5,5,232,5,low,M,1,1127,0
8604,5,Ship,L25432251,6,5,308,4,low,M,4,1202,0
8605,4,Road,E30123715,7,1,287,4,low,M,1,1660,0
8606,5,Road,D38678105,6,5,246,4,medium,M,2,1581,0
8607,1,Road,P12400750,4,1,262,6,low,F,3,1830,1
8608,2,Road,O56749626,6,5,275,4,low,F,6,1872,0
8609,3,Road,C17367339,5,3,236,5,medium,M,10,1630,0
8610,5,Road,S39665739,5,2,221,6,medium,M,4,1952,1
8611,4,Road,I48621920,5,4,228,5,low,F,9,1549,1
8612,5,Road,M48240465,4,5,234,5,low,F,1,1991,1
8613,1,Road,B11354667,5,1,242,5,low,M,9,1767,0
8614,2,Road,D27548678,7,1,307,4,low,F,8,1339,0
8615,3,Road,Q42919622,6,3,260,4,low,M,4,1358,0
8616,5,Road,S49867330,4,5,239,5,low,M,7,1380,0
8617,4,Road,E24777599,6,4,305,4,low,F,1,1384,0
8618,5,Road,W40487805,5,2,254,6,low,F,5,1951,0
8619,1,Road,E38090364,2,1,258,5,low,F,9,1548,1
8620,2,Road,L31760198,5,3,267,6,low,M,10,1027,0
8621,3,Road,A51525108,4,2,246,5,low,F,10,1720,0
8622,5,Road,X11322850,4,2,246,5,low,M,9,1206,1
8623,4,Road,D55266062,4,2,261,5,medium,M,5,1073,1
8624,5,Road,F24028993,5,1,239,5,low,F,6,1815,0
8625,1,Road,E16344504,5,3,245,5,low,M,8,1471,0
8626,2,Road,R31400428,5,3,237,5,medium,F,2,1869,1
8627,3,Flight,W58250454,7,3,307,4,low,M,1,1793,1
8628,5,Flight,P18570133,5,2,252,5,low,F,10,1568,0
8629,4,Flight,Y24838192,5,5,225,5,low,M,7,1168,0
8630,5,Flight,T27466223,6,4,258,4,low,F,7,1726,1
8631,1,Flight,G42128582,7,1,254,4,medium,M,6,1279,1
8632,2,Flight,V11306418,5,3,232,5,low,F,1,1835,1
8633,3,Flight,B21415947,7,1,255,4,medium,F,3,1450,0
8634,5,Flight,C27241070,5,1,235,5,low,F,10,1920,0
8635,4,Flight,N46120823,7,5,269,4,medium,M,2,1592,0
8636,5,Flight,X42528182,6,2,243,4,low,M,4,1768,0
8637,1,Flight,K31894088,7,2,253,4,low,M,1,1294,1
8638,2,Flight,L27695316,5,1,266,5,medium,F,2,1798,0
8639,3,Flight,E10907576,5,3,154,4,low,F,3,1066,1
8640,5,Flight,D50720957,4,3,245,5,low,M,4,1470,0
8641,4,Flight,P37430407,4,5,275,5,medium,F,8,1093,1
8642,5,Flight,O47553423,6,1,261,4,medium,M,10,1290,1
8643,1,Flight,C49112917,4,5,273,5,low,M,2,1441,0
8644,2,Flight,S42582378,6,4,303,5,low,M,5,1195,1
8645,3,Flight,I52967990,5,1,255,5,low,M,3,1574,1
8646,5,Flight,M56617472,4,4,225,5,low,F,1,1476,1
8647,4,Flight,B21847217,4,5,233,6,low,M,8,1176,0
8648,5,Flight,D53074709,6,1,285,4,low,F,3,1448,1
8649,1,Ship,Q42968119,5,5,272,4,medium,M,10,1383,1
8650,2,Ship,S17723730,7,5,273,4,medium,M,9,1329,1
8651,3,Ship,E11991718,4,3,253,6,low,F,4,1788,1
8652,5,Ship,W46810390,6,2,279,4,medium,F,4,1148,0
8653,4,Ship,E19242913,4,2,235,5,low,M,8,1021,0
8654,5,Ship,L18686117,4,1,255,5,low,F,9,1793,1
8655,1,Ship,A41340729,7,5,301,4,low,F,7,1727,0
8656,2,Ship,X53211614,7,1,245,4,medium,M,4,1653,1
8657,3,Ship,D54300713,7,5,265,4,low,F,1,1601,0
8658,5,Ship,F50342470,4,4,252,5,medium,M,2,1995,1
8659,4,Ship,E18075358,6,1,281,4,medium,M,2,1592,0
8660,5,Ship,R11718302,6,2,269,4,medium,F,10,1166,0
